archetype,id,name,posX,posY,posZ,temperature,humidity,commercialVal,accessibility,symbolicVal,thermalStress,flowDensity
Tourist,boulevard_coupole_0,"Interpolated Waypoint",10.0,0.0,5.0,33.0,0.45,0.9,0.85,0.8,0.85,0.95
Tourist,boulevard_coupole_20,"Interpolated Waypoint",8.550440672644608,5.798237309421566,5.434867798206618,32.34769830269008,0.46449559327355394,0.8710088134528922,0.8282566100896691,0.8217433899103309,0.8065132201793382,0.9210088134528921
Tourist,boulevard_coupole_40,"Interpolated Waypoint",6.669787170392507,13.320851318429971,5.999063848882248,31.501404226676627,0.48330212829607494,0.8333957434078502,0.8000468075558875,0.8499531924441124,0.7500936151117752,0.8833957434078501
Tourist,boulevard_coupole_60,"Interpolated Waypoint",4.582717291315394,21.669130834738425,6.625184812605382,30.562222781091926,0.5041728270868461,0.7916543458263079,0.7687407593697309,0.8812592406302691,0.6874815187394618,0.8416543458263078
Tourist,boulevard_coupole_80,"Interpolated Waypoint",2.349180001679704,30.603279993281184,7.295245999496089,29.557131000755867,0.526508199983203,0.7469836000335941,0.7352377000251955,0.9147622999748044,0.6204754000503911,0.796983600033594
Tourist,boulevard_coupole_100,"Interpolated Waypoint",0.0,40.0,8.0,28.5,0.55,0.7,0.7,0.95,0.55,0.75
Tourist,coupole_glasswalk_0,"Interpolated Waypoint",0.0,40.0,8.0,28.5,0.55,0.7,0.7,0.95,0.55,0.75
Tourist,coupole_glasswalk_20,"Interpolated Waypoint",0.7247796636776958,41.44955932735539,8.289911865471078,28.644955932735538,0.542752203363223,0.7217433899103308,0.6565132201793382,0.942752203363223,0.557247796636777,0.757247796636777
Tourist,coupole_glasswalk_40,"Interpolated Waypoint",1.6651064148037464,43.33021282960749,8.666042565921499,28.83302128296075,0.5333489358519625,0.7499531924441124,0.6000936151117752,0.9333489358519625,0.5666510641480375,0.7666510641480375
Tourist,coupole_glasswalk_60,"Interpolated Waypoint",2.708641354342303,45.41728270868461,9.083456541736922,29.04172827086846,0.522913586456577,0.7812592406302691,0.5374815187394618,0.922913586456577,0.577086413543423,0.777086413543423
Tourist,coupole_glasswalk_80,"Interpolated Waypoint",3.825409999160148,47.650819998320294,9.53016399966406,29.26508199983203,0.5117459000083985,0.8147622999748044,0.4704754000503911,0.9117459000083985,0.5882540999916015,0.7882540999916016
Tourist,coupole_glasswalk_100,"Interpolated Waypoint",5.0,50.0,10.0,29.5,0.5,0.85,0.4,0.9,0.6,0.8
Tourist,glasswalk_rooftop_0,"Interpolated Waypoint",5.0,50.0,10.0,29.5,0.5,0.85,0.4,0.9,0.6,0.8
Tourist,glasswalk_rooftop_20,"Interpolated Waypoint",4.275220336322304,52.89911865471078,10.724779663677696,30.442213562781003,0.4710088134528922,0.7847698302690074,0.42899118654710783,0.892752203363223,0.6434867798206617,0.7710088134528922
Tourist,glasswalk_rooftop_40,"Interpolated Waypoint",3.3348935851962533,56.66042565921499,11.665106414803747,31.66463833924487,0.43339574340785014,0.7001404226676629,0.4666042565921499,0.8833489358519625,0.6999063848882248,0.7333957434078502
Tourist,glasswalk_rooftop_60,"Interpolated Waypoint",2.291358645657697,60.83456541736921,12.708641354342303,33.021233760644996,0.39165434582630787,0.6062222781091927,0.5083456541736922,0.872913586456577,0.7625184812605382,0.6916543458263079
Tourist,glasswalk_rooftop_80,"Interpolated Waypoint",1.174590000839852,65.30163999664059,13.825409999160147,34.473032998908195,0.3469836000335941,0.5057131000755867,0.553016399966406,0.8617459000083985,0.8295245999496089,0.646983600033594
Tourist,glasswalk_rooftop_100,"Interpolated Waypoint",0.0,70.0,15.0,36.0,0.3,0.4,0.6,0.85,0.9,0.6
Tourist,rooftop,"Rooftop Terrace & Microclimate",0.0,70.0,15.0,36.0,0.3,0.4,0.6,0.85,0.9,0.6
Worker,underground_boulevard_0,"Interpolated Waypoint",0.0,-10.0,0.0,24.5,0.75,0.2,0.9,0.2,0.3,0.85
Worker,underground_boulevard_20,"Interpolated Waypoint",2.75945932292243,-7.24054067707757,1.379729661461215,26.845540424484064,0.6672162203123271,0.3931621526045701,0.8862027033853879,0.3655675593753458,0.4517702627607336,0.8775945932292243
Worker,underground_boulevard_40,"Interpolated Waypoint",4.804497735925725,-5.195502264074275,2.4022488679628626,28.583823075536866,0.6058650679222283,0.5363148415148007,0.8759775113203714,0.4882698641555436,0.564247375475915,0.8980449773592573
Worker,underground_boulevard_60,"Interpolated Waypoint",6.6453980594897395,-3.3546019405102605,3.3226990297448697,30.14858835056628,0.5506380582153079,0.6651778641642818,0.8667730097025513,0.5987238835693844,0.6654968932719357,0.9164539805948974
Worker,underground_boulevard_80,"Interpolated Waypoint",8.365116420730187,-1.6348835792698129,4.182558210365094,31.61034895762066,0.4990465073780944,0.785558149451113,0.8581744178963491,0.7019069852438113,0.7600814031401603,0.9336511642073018
Worker,underground_boulevard_100,"Interpolated Waypoint",10.0,0.0,5.0,33.0,0.45,0.8999999999999999,0.85,0.8,0.8500000000000001,0.95
Worker,boulevard_rooftop_0,"Interpolated Waypoint",10.0,0.0,5.0,33.0,0.45,0.9,0.85,0.8,0.85,0.95
Worker,boulevard_rooftop_20,"Interpolated Waypoint",7.24054067707757,19.316215260457007,7.75945932292243,33.82783779687673,0.40860811015616355,0.7620270338538786,0.7810135169269392,0.8137972966146122,0.8637972966146121,0.8534189236977149
Worker,boulevard_rooftop_40,"Interpolated Waypoint",5.195502264074275,33.63148415148007,9.804497735925725,34.44134932077772,0.37793253396111415,0.6597751132037137,0.7298875566018569,0.8240224886796287,0.8740224886796286,0.7818425792425996
Worker,boulevard_rooftop_60,"Interpolated Waypoint",3.3546019405102605,46.51778641642818,11.64539805948974,34.99361941784692,0.3503190291076539,0.567730097025513,0.6838650485127564,0.8332269902974487,0.8832269902974487,0.7174110679178591
Worker,boulevard_rooftop_80,"Interpolated Waypoint",1.6348835792698129,58.55581494511131,13.365116420730187,35.509534926219054,0.3245232536890472,0.4817441789634907,0.6408720894817453,0.8418255821036509,0.8918255821036509,0.6572209252744434
Worker,boulevard_rooftop_100,"Interpolated Waypoint",0.0,70.0,15.0,36.0,0.3,0.4,0.6,0.85,0.9,0.6
Worker,rooftop,"Rooftop Terrace & Microclimate",0.0,70.0,15.0,36.0,0.3,0.4,0.6,0.85,0.9,0.6
Resident,underground_boulevard_0,"Interpolated Waypoint",0.0,-10.0,0.0,24.5,0.75,0.2,0.9,0.2,0.3,0.85
Resident,underground_boulevard_20,"Interpolated Waypoint",0.894427190999916,-9.105572809000083,0.447213595499958,25.26026311234993,0.7231671842700025,0.2626099033699941,0.8955278640450004,0.253665631459995,0.34919349550499534,0.8589442719099991
Resident,underground_boulevard_40,"Interpolated Waypoint",2.529822128134704,-7.470177871865296,1.264911064067352,26.650348808914497,0.6741053361559589,0.3770875489694293,0.8873508893593265,0.35178932768808224,0.4391402170474087,0.875298221281347
Resident,underground_boulevard_60,"Interpolated Waypoint",4.647580015448901,-5.352419984551099,2.3237900077244507,28.450443013131565,0.610572599536533,0.525330601081423,0.8767620999227554,0.4788548009269341,0.5556169008496896,0.896475800154489
Resident,underground_boulevard_80,"Interpolated Waypoint",7.155417527999328,-2.8445824720006723,3.577708763999664,30.58210489879943,0.5353374741600202,0.7008792269599529,0.8642229123600034,0.6293250516799598,0.6935479640399631,0.9215541752799933
Resident,underground_boulevard_100,"Interpolated Waypoint",10.0,0.0,5.0,33.0,0.45,0.8999999999999999,0.85,0.8,0.8500000000000001,0.95
Resident,boulevard_rooftop_0,"Interpolated Waypoint",10.0,0.0,5.0,33.0,0.45,0.9,0.85,0.8,0.85,0.95
Resident,boulevard_rooftop_20,"Interpolated Waypoint",9.105572809000083,6.260990336999412,5.894427190999916,33.268328157299976,0.43658359213500125,0.8552786404500042,0.8276393202250021,0.8044721359549997,0.8544721359549996,0.9186950483150029
Resident,boulevard_rooftop_40,"Interpolated Waypoint",7.470177871865296,17.708754896942928,7.529822128134704,33.75894663844041,0.41205266807797947,0.7735088935932648,0.7867544467966324,0.8126491106406736,0.8626491106406735,0.8614562255152853
Resident,boulevard_rooftop_60,"Interpolated Waypoint",5.352419984551099,32.53306010814231,9.647580015448902,34.39427400463467,0.3802862997682665,0.667620999227555,0.7338104996137774,0.8232379000772445,0.8732379000772446,0.7873346994592885
Resident,boulevard_rooftop_80,"Interpolated Waypoint",2.8445824720006723,50.087922695995296,12.155417527999328,35.1466252583998,0.34266873708001006,0.5422291236000336,0.6711145618000167,0.8357770876399966,0.8857770876399966,0.6995603865200235
Resident,boulevard_rooftop_100,"Interpolated Waypoint",0.0,70.0,15.0,36.0,0.3,0.4,0.6,0.85,0.9,0.6
Resident,rooftop,"Rooftop Terrace & Microclimate",0.0,70.0,15.0,36.0,0.3,0.4,0.6,0.85,0.9,0.6
Surveillance,underground_vip_salon_0,"Interpolated Waypoint",0.0,-10.0,0.0,24.5,0.75,0.2,0.9,0.2,0.3,0.85
Surveillance,underground_vip_salon_20,"Interpolated Waypoint",3.0,-4.0,2.4000000000000004,23.8,0.7,0.35000000000000003,0.76,0.33999999999999997,0.27,0.73
Surveillance,underground_vip_salon_40,"Interpolated Waypoint",6.0,2.0,4.800000000000001,23.1,0.65,0.5,0.6200000000000001,0.48,0.24,0.61
Surveillance,underground_vip_salon_60,"Interpolated Waypoint",9.000000000000002,8.000000000000004,7.200000000000001,22.4,0.6,0.6500000000000001,0.48,0.6200000000000001,0.20999999999999996,0.48999999999999994
Surveillance,underground_vip_salon_80,"Interpolated Waypoint",12.0,14.0,9.600000000000001,21.7,0.55,0.8,0.3400000000000001,0.76,0.18,0.37
Surveillance,underground_vip_salon_100,"Interpolated Waypoint",15.0,20.0,12.0,21.0,0.5,0.95,0.20000000000000007,0.8999999999999999,0.15,0.25
Surveillance,vip_salon_glasswalk_0,"Interpolated Waypoint",15.0,20.0,12.0,21.0,0.5,0.95,0.2,0.9,0.15,0.25
Surveillance,vip_salon_glasswalk_20,"Interpolated Waypoint",13.0,26.0,11.6,22.7,0.5,0.9299999999999999,0.24000000000000002,0.9,0.24,0.36
Surveillance,vip_salon_glasswalk_40,"Interpolated Waypoint",11.0,32.0,11.2,24.4,0.5,0.9099999999999999,0.28,0.9,0.32999999999999996,0.47000000000000003
Surveillance,vip_salon_glasswalk_60,"Interpolated Waypoint",9.0,38.0,10.8,26.1,0.5,0.8899999999999999,0.32000000000000006,0.9,0.42000000000000004,0.5800000000000001
